SimpleName,num,MethodName
getScaledInstance,2,";java.awt.Image.getScaledInstance(int,int,int);javax.imageio.plugins.jpeg.JPEGQTable.getScaledInstance(float,boolean)"
flush,32,;java.awt.Image.flush();java.beans.XMLEncoder.flush();java.io.BufferedOutputStream.flush();java.io.BufferedWriter.flush();java.io.CharArrayWriter.flush();java.io.Console.flush();java.io.DataOutputStream.flush();java.io.FilterOutputStream.flush();java.io.FilterWriter.flush();java.io.ObjectOutputStream.flush();java.io.OutputStream.flush();java.io.OutputStreamWriter.flush();java.io.PipedOutputStream.flush();java.io.PipedWriter.flush();java.io.PrintStream.flush();java.io.PrintWriter.flush();java.io.StringWriter.flush();java.io.Writer.flush();java.nio.charset.CharsetDecoder.flush(CharBuffer);java.nio.charset.CharsetEncoder.flush(ByteBuffer);java.util.Formatter.flush();java.util.logging.Handler.flush();java.util.logging.MemoryHandler.flush();java.util.logging.StreamHandler.flush();java.util.prefs.AbstractPreferences.flush();java.util.prefs.Preferences.flush();java.util.zip.DeflaterOutputStream.flush();java.util.zip.InflaterOutputStream.flush();javax.crypto.CipherOutputStream.flush();javax.imageio.stream.ImageInputStreamImpl.flush();javax.swing.text.html.HTMLEditorKit.ParserCallback.flush();javax.tools.ForwardingJavaFileManager.flush()
getCapabilities,3,;java.awt.Image.getCapabilities(GraphicsConfiguration);java.awt.image.BufferStrategy.getCapabilities();java.awt.image.VolatileImage.getCapabilities()
setAccelerationPriority,1,;java.awt.Image.setAccelerationPriority(float)
getAccelerationPriority,1,;java.awt.Image.getAccelerationPriority()
isAccelerated,1,;java.awt.ImageCapabilities.isAccelerated()
isTrueVolatile,1,;java.awt.ImageCapabilities.isTrueVolatile()
set,51,";java.awt.Insets.set(int,int,int,int);java.awt.JobAttributes.set(JobAttributes);java.awt.PageAttributes.set(PageAttributes);java.awt.image.renderable.ParameterBlock.set(Object,int);java.awt.image.renderable.ParameterBlock.set(byte,int);java.awt.image.renderable.ParameterBlock.set(char,int);java.awt.image.renderable.ParameterBlock.set(short,int);java.awt.image.renderable.ParameterBlock.set(int,int);java.awt.image.renderable.ParameterBlock.set(long,int);java.awt.image.renderable.ParameterBlock.set(float,int);java.awt.image.renderable.ParameterBlock.set(double,int);java.lang.ThreadLocal.set(T);java.lang.reflect.Array.set(Object,int,Object);java.lang.reflect.Field.set(Object,Object);java.util.AbstractList.set(int,E);java.util.AbstractSequentialList.set(int,E);java.util.ArrayList.set(int,E);java.util.BitSet.set(int);java.util.BitSet.set(int,boolean);java.util.BitSet.set(int,int);java.util.BitSet.set(int,int,boolean);java.util.Calendar.set(int,int);java.util.Calendar.set(int,int,int);java.util.Calendar.set(int,int,int,int,int);java.util.Calendar.set(int,int,int,int,int,int);java.util.Calendar.Builder.set(int,int);java.util.LinkedList.set(int,E);java.util.Vector.set(int,E);java.util.concurrent.CopyOnWriteArrayList.set(int,E);java.util.concurrent.FutureTask.set(V);java.util.concurrent.atomic.AtomicBoolean.set(boolean);java.util.concurrent.atomic.AtomicInteger.set(int);java.util.concurrent.atomic.AtomicIntegerArray.set(int,int);java.util.concurrent.atomic.AtomicIntegerFieldUpdater.set(T,int);java.util.concurrent.atomic.AtomicLong.set(long);java.util.concurrent.atomic.AtomicLongArray.set(int,long);java.util.concurrent.atomic.AtomicLongFieldUpdater.set(T,long);java.util.concurrent.atomic.AtomicMarkableReference.set(V,boolean);java.util.concurrent.atomic.AtomicReference.set(V);java.util.concurrent.atomic.AtomicReferenceArray.set(int,E);java.util.concurrent.atomic.AtomicReferenceFieldUpdater.set(T,V);java.util.concurrent.atomic.AtomicStampedReference.set(V,int);javax.activation.MimeTypeParameterList.set(String,String);javax.management.AttributeList.set(int,Attribute);javax.management.AttributeList.set(int,Object);javax.management.relation.RoleList.set(int,Role);javax.management.relation.RoleList.set(int,Object);javax.management.relation.RoleUnresolvedList.set(int,RoleUnresolved);javax.management.relation.RoleUnresolvedList.set(int,Object);javax.naming.directory.BasicAttribute.set(int,Object);javax.swing.DefaultListModel.set(int,E)"
getCopies,2,;java.awt.JobAttributes.getCopies();java.awt.print.PrinterJob.getCopies()
setCopies,2,;java.awt.JobAttributes.setCopies(int);java.awt.print.PrinterJob.setCopies(int)
setCopiesToDefault,1,;java.awt.JobAttributes.setCopiesToDefault()
getDefaultSelection,1,;java.awt.JobAttributes.getDefaultSelection()
setDefaultSelection,1,;java.awt.JobAttributes.setDefaultSelection(JobAttributes.DefaultSelectionType)
getDestination,3,";java.awt.JobAttributes.getDestination();javax.imageio.ImageReader.getDestination(ImageReadParam,Iterator&lt;ImageTypeSpecifier&gt;,int,int);javax.imageio.ImageReadParam.getDestination()"
setDestination,2,;java.awt.JobAttributes.setDestination(JobAttributes.DestinationType);javax.imageio.ImageReadParam.setDestination(BufferedImage)
getDialog,1,;java.awt.JobAttributes.getDialog()
setDialog,1,;java.awt.JobAttributes.setDialog(JobAttributes.DialogType)
getFileName,4,;java.awt.JobAttributes.getFileName();java.lang.StackTraceElement.getFileName();javax.swing.plaf.basic.BasicFileChooserUI.getFileName();javax.swing.plaf.metal.MetalFileChooserUI.getFileName()
setFileName,3,;java.awt.JobAttributes.setFileName(String);javax.swing.plaf.basic.BasicFileChooserUI.setFileName(String);javax.swing.plaf.metal.MetalFileChooserUI.setFileName(String)
getFromPage,1,;java.awt.JobAttributes.getFromPage()
setFromPage,1,;java.awt.JobAttributes.setFromPage(int)
getMaxPage,1,;java.awt.JobAttributes.getMaxPage()
setMaxPage,1,;java.awt.JobAttributes.setMaxPage(int)
getMinPage,1,;java.awt.JobAttributes.getMinPage()
setMinPage,1,;java.awt.JobAttributes.setMinPage(int)
getMultipleDocumentHandling,1,;java.awt.JobAttributes.getMultipleDocumentHandling()
setMultipleDocumentHandling,1,;java.awt.JobAttributes.setMultipleDocumentHandling(JobAttributes.MultipleDocumentHandlingType)
setMultipleDocumentHandlingToDefault,1,;java.awt.JobAttributes.setMultipleDocumentHandlingToDefault()
getPageRanges,1,;java.awt.JobAttributes.getPageRanges()
setPageRanges,1,;java.awt.JobAttributes.setPageRanges(int[][])
getPrinter,1,;java.awt.JobAttributes.getPrinter()
setPrinter,1,;java.awt.JobAttributes.setPrinter(String)
getSides,1,;java.awt.JobAttributes.getSides()
setSides,1,;java.awt.JobAttributes.setSides(JobAttributes.SidesType)
setSidesToDefault,1,;java.awt.JobAttributes.setSidesToDefault()
getToPage,1,;java.awt.JobAttributes.getToPage()
setToPage,1,;java.awt.JobAttributes.setToPage(int)
getCurrentKeyboardFocusManager,1,;java.awt.KeyboardFocusManager.getCurrentKeyboardFocusManager()
setCurrentKeyboardFocusManager,1,;java.awt.KeyboardFocusManager.setCurrentKeyboardFocusManager(KeyboardFocusManager)
getFocusOwner,3,;java.awt.KeyboardFocusManager.getFocusOwner();java.awt.Window.getFocusOwner();javax.swing.JInternalFrame.getFocusOwner()
getGlobalFocusOwner,1,;java.awt.KeyboardFocusManager.getGlobalFocusOwner()
setGlobalFocusOwner,1,;java.awt.KeyboardFocusManager.setGlobalFocusOwner(Component)
clearFocusOwner,1,;java.awt.KeyboardFocusManager.clearFocusOwner()
clearGlobalFocusOwner,1,;java.awt.KeyboardFocusManager.clearGlobalFocusOwner()
getPermanentFocusOwner,1,;java.awt.KeyboardFocusManager.getPermanentFocusOwner()
getGlobalPermanentFocusOwner,1,;java.awt.KeyboardFocusManager.getGlobalPermanentFocusOwner()
setGlobalPermanentFocusOwner,1,;java.awt.KeyboardFocusManager.setGlobalPermanentFocusOwner(Component)
getFocusedWindow,1,;java.awt.KeyboardFocusManager.getFocusedWindow()
getGlobalFocusedWindow,1,;java.awt.KeyboardFocusManager.getGlobalFocusedWindow()
setGlobalFocusedWindow,1,;java.awt.KeyboardFocusManager.setGlobalFocusedWindow(Window)
getActiveWindow,1,;java.awt.KeyboardFocusManager.getActiveWindow()
getGlobalActiveWindow,1,;java.awt.KeyboardFocusManager.getGlobalActiveWindow()
setGlobalActiveWindow,1,;java.awt.KeyboardFocusManager.setGlobalActiveWindow(Window)
getDefaultFocusTraversalPolicy,1,;java.awt.KeyboardFocusManager.getDefaultFocusTraversalPolicy()
setDefaultFocusTraversalPolicy,1,;java.awt.KeyboardFocusManager.setDefaultFocusTraversalPolicy(FocusTraversalPolicy)
setDefaultFocusTraversalKeys,1,";java.awt.KeyboardFocusManager.setDefaultFocusTraversalKeys(int,Set&lt;?)"
getDefaultFocusTraversalKeys,1,;java.awt.KeyboardFocusManager.getDefaultFocusTraversalKeys(int)
getCurrentFocusCycleRoot,1,;java.awt.KeyboardFocusManager.getCurrentFocusCycleRoot()
getGlobalCurrentFocusCycleRoot,1,;java.awt.KeyboardFocusManager.getGlobalCurrentFocusCycleRoot()
setGlobalCurrentFocusCycleRoot,1,;java.awt.KeyboardFocusManager.setGlobalCurrentFocusCycleRoot(Container)
addVetoableChangeListener,6,";java.awt.KeyboardFocusManager.addVetoableChangeListener(VetoableChangeListener);java.awt.KeyboardFocusManager.addVetoableChangeListener(String,VetoableChangeListener);java.beans.VetoableChangeSupport.addVetoableChangeListener(VetoableChangeListener);java.beans.VetoableChangeSupport.addVetoableChangeListener(String,VetoableChangeListener);java.beans.beancontext.BeanContextChildSupport.addVetoableChangeListener(String,VetoableChangeListener);javax.swing.JComponent.addVetoableChangeListener(VetoableChangeListener)"
removeVetoableChangeListener,6,";java.awt.KeyboardFocusManager.removeVetoableChangeListener(VetoableChangeListener);java.awt.KeyboardFocusManager.removeVetoableChangeListener(String,VetoableChangeListener);java.beans.VetoableChangeSupport.removeVetoableChangeListener(VetoableChangeListener);java.beans.VetoableChangeSupport.removeVetoableChangeListener(String,VetoableChangeListener);java.beans.beancontext.BeanContextChildSupport.removeVetoableChangeListener(String,VetoableChangeListener);javax.swing.JComponent.removeVetoableChangeListener(VetoableChangeListener)"
getVetoableChangeListeners,5,;java.awt.KeyboardFocusManager.getVetoableChangeListeners();java.awt.KeyboardFocusManager.getVetoableChangeListeners(String);java.beans.VetoableChangeSupport.getVetoableChangeListeners();java.beans.VetoableChangeSupport.getVetoableChangeListeners(String);javax.swing.JComponent.getVetoableChangeListeners()
fireVetoableChange,7,";java.awt.KeyboardFocusManager.fireVetoableChange(String,Object,Object);java.beans.VetoableChangeSupport.fireVetoableChange(String,Object,Object);java.beans.VetoableChangeSupport.fireVetoableChange(String,int,int);java.beans.VetoableChangeSupport.fireVetoableChange(String,boolean,boolean);java.beans.VetoableChangeSupport.fireVetoableChange(PropertyChangeEvent);java.beans.beancontext.BeanContextChildSupport.fireVetoableChange(String,Object,Object);javax.swing.JComponent.fireVetoableChange(String,Object,Object)"
addKeyEventDispatcher,1,;java.awt.KeyboardFocusManager.addKeyEventDispatcher(KeyEventDispatcher)
removeKeyEventDispatcher,1,;java.awt.KeyboardFocusManager.removeKeyEventDispatcher(KeyEventDispatcher)
getKeyEventDispatchers,1,;java.awt.KeyboardFocusManager.getKeyEventDispatchers()
addKeyEventPostProcessor,1,;java.awt.KeyboardFocusManager.addKeyEventPostProcessor(KeyEventPostProcessor)
removeKeyEventPostProcessor,1,;java.awt.KeyboardFocusManager.removeKeyEventPostProcessor(KeyEventPostProcessor)
getKeyEventPostProcessors,1,;java.awt.KeyboardFocusManager.getKeyEventPostProcessors()
redispatchEvent,1,";java.awt.KeyboardFocusManager.redispatchEvent(Component,AWTEvent)"
getText,17,";java.awt.Label.getText();java.awt.TextComponent.getText();java.awt.event.InputMethodEvent.getText();java.text.BreakIterator.getText();javax.security.auth.callback.TextInputCallback.getText();javax.swing.AbstractButton.getText();javax.swing.JEditorPane.getText();javax.swing.JLabel.getText();javax.swing.JPasswordField.getText();javax.swing.JPasswordField.getText(int,int);javax.swing.text.AbstractDocument.getText(int,int);javax.swing.text.AbstractDocument.getText(int,int,Segment);javax.swing.text.AbstractWriter.getText(Element);javax.swing.text.GlyphView.getText(int,int);javax.swing.text.JTextComponent.getText(int,int);javax.swing.text.JTextComponent.getText();javax.xml.stream.util.StreamReaderDelegate.getText()"
setText,13,;java.awt.Label.setText(String);java.awt.TextComponent.setText(String);java.awt.TextField.setText(String);java.text.BreakIterator.setText(String);java.text.BreakIterator.setText(CharacterIterator);java.text.CollationElementIterator.setText(String);java.text.CollationElementIterator.setText(CharacterIterator);java.text.StringCharacterIterator.setText(String);javax.security.auth.callback.TextInputCallback.setText(String);javax.swing.AbstractButton.setText(String);javax.swing.JEditorPane.setText(String);javax.swing.JLabel.setText(String);javax.swing.text.JTextComponent.setText(String)
getStartPoint,2,;java.awt.LinearGradientPaint.getStartPoint();java.awt.geom.Arc2D.getStartPoint()
getEndPoint,2,;java.awt.LinearGradientPaint.getEndPoint();java.awt.geom.Arc2D.getEndPoint()
getItems,1,;java.awt.List.getItems()
replaceItem,1,";java.awt.List.replaceItem(String,int)"
clear,62,";java.awt.List.clear();java.awt.RenderingHints.clear();java.beans.beancontext.BeanContextSupport.clear();java.lang.ref.Reference.clear();java.nio.Buffer.clear();java.security.Provider.clear();java.util.AbstractCollection.clear();java.util.AbstractList.clear();java.util.AbstractMap.clear();java.util.AbstractQueue.clear();java.util.ArrayDeque.clear();java.util.ArrayList.clear();java.util.BitSet.clear(int);java.util.BitSet.clear(int,int);java.util.BitSet.clear();java.util.Calendar.clear();java.util.Calendar.clear(int);java.util.EnumMap.clear();java.util.HashMap.clear();java.util.HashSet.clear();java.util.Hashtable.clear();java.util.IdentityHashMap.clear();java.util.LinkedHashMap.clear();java.util.LinkedList.clear();java.util.Locale.Builder.clear();java.util.PriorityQueue.clear();java.util.TreeMap.clear();java.util.TreeSet.clear();java.util.Vector.clear();java.util.WeakHashMap.clear();java.util.concurrent.ArrayBlockingQueue.clear();java.util.concurrent.ConcurrentHashMap.clear();java.util.concurrent.ConcurrentHashMap.KeySetView.clear();java.util.concurrent.ConcurrentLinkedDeque.clear();java.util.concurrent.ConcurrentSkipListMap.clear();java.util.concurrent.ConcurrentSkipListSet.clear();java.util.concurrent.CopyOnWriteArrayList.clear();java.util.concurrent.CopyOnWriteArraySet.clear();java.util.concurrent.DelayQueue.clear();java.util.concurrent.LinkedBlockingDeque.clear();java.util.concurrent.LinkedBlockingQueue.clear();java.util.concurrent.PriorityBlockingQueue.clear();java.util.concurrent.SynchronousQueue.clear();java.util.jar.Attributes.clear();java.util.jar.Manifest.clear();java.util.prefs.AbstractPreferences.clear();java.util.prefs.Preferences.clear();javax.accessibility.AccessibleRelationSet.clear();javax.accessibility.AccessibleStateSet.clear();javax.management.openmbean.TabularDataSupport.clear();javax.naming.Reference.clear();javax.naming.directory.BasicAttribute.clear();javax.print.attribute.HashAttributeSet.clear();javax.script.SimpleBindings.clear();javax.swing.ActionMap.clear();javax.swing.ComponentInputMap.clear();javax.swing.DefaultListModel.clear();javax.swing.InputMap.clear();javax.xml.datatype.XMLGregorianCalendar.clear();org.omg.CORBA.Environment.clear();org.xml.sax.helpers.AttributeListImpl.clear();org.xml.sax.helpers.AttributesImpl.clear()"
delItem,1,;java.awt.List.delItem(int)
getSelectedIndexes,2,;java.awt.List.getSelectedIndexes();javax.security.auth.callback.ChoiceCallback.getSelectedIndexes()
getSelectedItems,1,;java.awt.List.getSelectedItems()
deselect,1,;java.awt.List.deselect(int)
isIndexSelected,1,;java.awt.List.isIndexSelected(int)
isSelected,11,;java.awt.List.isSelected(int);java.awt.im.InputMethodHighlight.isSelected();javax.swing.AbstractButton.isSelected();javax.swing.ButtonGroup.isSelected(ButtonModel);javax.swing.DefaultButtonModel.isSelected();javax.swing.DefaultSingleSelectionModel.isSelected();javax.swing.JInternalFrame.isSelected();javax.swing.JMenu.isSelected();javax.swing.JMenuBar.isSelected();javax.swing.JToggleButton.ToggleButtonModel.isSelected();javax.swing.text.html.Option.isSelected()
allowsMultipleSelections,1,;java.awt.List.allowsMultipleSelections()
setMultipleSelections,1,;java.awt.List.setMultipleSelections(boolean)
getVisibleIndex,1,;java.awt.List.getVisibleIndex()
makeVisible,2,;java.awt.List.makeVisible(int);javax.swing.JTree.makeVisible(TreePath)
delItems,1,";java.awt.List.delItems(int,int)"
addImage,2,";java.awt.MediaTracker.addImage(Image,int);java.awt.MediaTracker.addImage(Image,int,int,int)"
checkAll,2,;java.awt.MediaTracker.checkAll();java.awt.MediaTracker.checkAll(boolean)
isErrorAny,1,;java.awt.MediaTracker.isErrorAny()
getErrorsAny,1,;java.awt.MediaTracker.getErrorsAny()
waitForAll,2,;java.awt.MediaTracker.waitForAll();java.awt.MediaTracker.waitForAll(long)
statusAll,1,;java.awt.MediaTracker.statusAll(boolean)
checkID,2,";java.awt.MediaTracker.checkID(int);java.awt.MediaTracker.checkID(int,boolean)"
isErrorID,1,;java.awt.MediaTracker.isErrorID(int)
getErrorsID,1,;java.awt.MediaTracker.getErrorsID(int)
waitForID,2,";java.awt.MediaTracker.waitForID(int);java.awt.MediaTracker.waitForID(int,long)"
statusID,1,";java.awt.MediaTracker.statusID(int,boolean)"
removeImage,4,";java.awt.MediaTracker.removeImage(Image);java.awt.MediaTracker.removeImage(Image,int);java.awt.MediaTracker.removeImage(Image,int,int,int);javax.imageio.ImageWriter.removeImage(int)"
isTearOff,2,;java.awt.Menu.isTearOff();javax.swing.JMenu.isTearOff()
addSeparator,5,;java.awt.Menu.addSeparator();javax.swing.JMenu.addSeparator();javax.swing.JPopupMenu.addSeparator();javax.swing.JToolBar.addSeparator();javax.swing.JToolBar.addSeparator(Dimension)
insertSeparator,2,;java.awt.Menu.insertSeparator(int);javax.swing.JMenu.insertSeparator(int)
getHelpMenu,2,;java.awt.MenuBar.getHelpMenu();javax.swing.JMenuBar.getHelpMenu()
setHelpMenu,2,;java.awt.MenuBar.setHelpMenu(Menu);javax.swing.JMenuBar.setHelpMenu(JMenu)
getMenuCount,2,;java.awt.MenuBar.getMenuCount();javax.swing.JMenuBar.getMenuCount()
countMenus,1,;java.awt.MenuBar.countMenus()
getMenu,2,;java.awt.MenuBar.getMenu(int);javax.swing.JMenuBar.getMenu(int)
shortcuts,1,;java.awt.MenuBar.shortcuts()
getShortcutMenuItem,1,;java.awt.MenuBar.getShortcutMenuItem(MenuShortcut)
deleteShortcut,2,;java.awt.MenuBar.deleteShortcut(MenuShortcut);java.awt.MenuItem.deleteShortcut()
getShortcut,1,;java.awt.MenuItem.getShortcut()
setShortcut,1,;java.awt.MenuItem.setShortcut(MenuShortcut)
getKey,8,";java.awt.MenuShortcut.getKey();java.security.KeyStore.getKey(String,char[]);java.util.AbstractMap.SimpleEntry.getKey();java.util.AbstractMap.SimpleImmutableEntry.getKey();java.util.prefs.PreferenceChangeEvent.getKey();javax.accessibility.AccessibleRelation.getKey();javax.crypto.spec.DESedeKeySpec.getKey();javax.crypto.spec.DESKeySpec.getKey()"
usesShiftModifier,1,;java.awt.MenuShortcut.usesShiftModifier()
getPointerInfo,1,;java.awt.MouseInfo.getPointerInfo()
getNumberOfButtons,1,;java.awt.MouseInfo.getNumberOfButtons()
getFractions,1,;java.awt.MultipleGradientPaint.getFractions()
getColors,1,;java.awt.MultipleGradientPaint.getColors()
getCycleMethod,1,;java.awt.MultipleGradientPaint.getCycleMethod()
getMedia,1,;java.awt.PageAttributes.getMedia()
setMedia,1,;java.awt.PageAttributes.setMedia(PageAttributes.MediaType)
setMediaToDefault,1,;java.awt.PageAttributes.setMediaToDefault()
getOrientationRequested,1,;java.awt.PageAttributes.getOrientationRequested()
setOrientationRequested,2,;java.awt.PageAttributes.setOrientationRequested(PageAttributes.OrientationRequestedType);java.awt.PageAttributes.setOrientationRequested(int)
setOrientationRequestedToDefault,1,;java.awt.PageAttributes.setOrientationRequestedToDefault()
getOrigin,1,;java.awt.PageAttributes.getOrigin()
setOrigin,1,;java.awt.PageAttributes.setOrigin(PageAttributes.OriginType)
getPrintQuality,1,;java.awt.PageAttributes.getPrintQuality()
setPrintQuality,2,;java.awt.PageAttributes.setPrintQuality(PageAttributes.PrintQualityType);java.awt.PageAttributes.setPrintQuality(int)
setPrintQualityToDefault,1,;java.awt.PageAttributes.setPrintQualityToDefault()
getPrinterResolution,1,;java.awt.PageAttributes.getPrinterResolution()
setPrinterResolution,2,;java.awt.PageAttributes.setPrinterResolution(int[]);java.awt.PageAttributes.setPrinterResolution(int)
setPrinterResolutionToDefault,1,;java.awt.PageAttributes.setPrinterResolutionToDefault()
reset,54,;java.awt.Polygon.reset();java.awt.geom.Area.reset();java.awt.geom.Path2D.reset();java.io.BufferedInputStream.reset();java.io.BufferedReader.reset();java.io.ByteArrayInputStream.reset();java.io.ByteArrayOutputStream.reset();java.io.CharArrayReader.reset();java.io.CharArrayWriter.reset();java.io.FilterInputStream.reset();java.io.FilterReader.reset();java.io.InputStream.reset();java.io.LineNumberInputStream.reset();java.io.LineNumberReader.reset();java.io.ObjectOutputStream.reset();java.io.PushbackInputStream.reset();java.io.PushbackReader.reset();java.io.Reader.reset();java.io.StringBufferInputStream.reset();java.io.StringReader.reset();java.nio.Buffer.reset();java.nio.charset.CharsetDecoder.reset();java.nio.charset.CharsetEncoder.reset();java.security.MessageDigest.reset();java.text.CollationElementIterator.reset();java.util.Scanner.reset();java.util.concurrent.CyclicBarrier.reset();java.util.concurrent.atomic.DoubleAccumulator.reset();java.util.concurrent.atomic.DoubleAdder.reset();java.util.concurrent.atomic.LongAccumulator.reset();java.util.concurrent.atomic.LongAdder.reset();java.util.logging.LogManager.reset();java.util.regex.Matcher.reset();java.util.regex.Matcher.reset(CharSequence);java.util.zip.Adler32.reset();java.util.zip.CRC32.reset();java.util.zip.Deflater.reset();java.util.zip.DeflaterInputStream.reset();java.util.zip.Inflater.reset();java.util.zip.InflaterInputStream.reset();javax.crypto.Mac.reset();javax.imageio.ImageReader.reset();javax.imageio.ImageWriter.reset();javax.imageio.metadata.IIOMetadata.reset();javax.imageio.stream.ImageInputStreamImpl.reset();javax.sound.sampled.AudioInputStream.reset();javax.swing.ProgressMonitorInputStream.reset();javax.xml.bind.util.ValidationEventCollector.reset();javax.xml.datatype.XMLGregorianCalendar.reset();javax.xml.parsers.DocumentBuilder.reset();javax.xml.parsers.SAXParser.reset();javax.xml.transform.Transformer.reset();javax.xml.validation.Validator.reset();org.xml.sax.helpers.NamespaceSupport.reset()
addPoint,1,";java.awt.Polygon.addPoint(int,int)"
getBoundingBox,1,;java.awt.Polygon.getBoundingBox()
getBounds2D,31,;java.awt.Polygon.getBounds2D();java.awt.Rectangle.getBounds2D();java.awt.font.GlyphMetrics.getBounds2D();java.awt.geom.Arc2D.getBounds2D();java.awt.geom.Area.getBounds2D();java.awt.geom.CubicCurve2D.Double.getBounds2D();java.awt.geom.CubicCurve2D.Float.getBounds2D();java.awt.geom.Ellipse2D.Double.getBounds2D();java.awt.geom.Ellipse2D.Float.getBounds2D();java.awt.geom.Line2D.Double.getBounds2D();java.awt.geom.Line2D.Float.getBounds2D();java.awt.geom.Path2D.Double.getBounds2D();java.awt.geom.Path2D.Float.getBounds2D();java.awt.geom.QuadCurve2D.Double.getBounds2D();java.awt.geom.QuadCurve2D.Float.getBounds2D();java.awt.geom.Rectangle2D.getBounds2D();java.awt.geom.Rectangle2D.Double.getBounds2D();java.awt.geom.Rectangle2D.Float.getBounds2D();java.awt.geom.RoundRectangle2D.Double.getBounds2D();java.awt.geom.RoundRectangle2D.Float.getBounds2D();java.awt.image.AffineTransformOp.getBounds2D(BufferedImage);java.awt.image.AffineTransformOp.getBounds2D(Raster);java.awt.image.BandCombineOp.getBounds2D(Raster);java.awt.image.ColorConvertOp.getBounds2D(BufferedImage);java.awt.image.ColorConvertOp.getBounds2D(Raster);java.awt.image.ConvolveOp.getBounds2D(BufferedImage);java.awt.image.ConvolveOp.getBounds2D(Raster);java.awt.image.LookupOp.getBounds2D(BufferedImage);java.awt.image.LookupOp.getBounds2D(Raster);java.awt.image.RescaleOp.getBounds2D(BufferedImage);java.awt.image.RescaleOp.getBounds2D(Raster)
intersects,21,";java.awt.Polygon.intersects(double,double,double,double);java.awt.Polygon.intersects(Rectangle2D);java.awt.Rectangle.intersects(Rectangle);java.awt.geom.Arc2D.intersects(double,double,double,double);java.awt.geom.Area.intersects(double,double,double,double);java.awt.geom.Area.intersects(Rectangle2D);java.awt.geom.CubicCurve2D.intersects(double,double,double,double);java.awt.geom.CubicCurve2D.intersects(Rectangle2D);java.awt.geom.Ellipse2D.intersects(double,double,double,double);java.awt.geom.Line2D.intersects(double,double,double,double);java.awt.geom.Line2D.intersects(Rectangle2D);java.awt.geom.Path2D.intersects(PathIterator,double,double,double,double);java.awt.geom.Path2D.intersects(PathIterator,Rectangle2D);java.awt.geom.Path2D.intersects(double,double,double,double);java.awt.geom.Path2D.intersects(Rectangle2D);java.awt.geom.QuadCurve2D.intersects(double,double,double,double);java.awt.geom.QuadCurve2D.intersects(Rectangle2D);java.awt.geom.Rectangle2D.intersects(double,double,double,double);java.awt.geom.RectangularShape.intersects(Rectangle2D);java.awt.geom.RoundRectangle2D.intersects(double,double,double,double);java.util.BitSet.intersects(BitSet)"
getPathIterator,19,";java.awt.Polygon.getPathIterator(AffineTransform);java.awt.Polygon.getPathIterator(AffineTransform,double);java.awt.geom.Arc2D.getPathIterator(AffineTransform);java.awt.geom.Area.getPathIterator(AffineTransform);java.awt.geom.Area.getPathIterator(AffineTransform,double);java.awt.geom.CubicCurve2D.getPathIterator(AffineTransform);java.awt.geom.CubicCurve2D.getPathIterator(AffineTransform,double);java.awt.geom.Ellipse2D.getPathIterator(AffineTransform);java.awt.geom.Line2D.getPathIterator(AffineTransform);java.awt.geom.Line2D.getPathIterator(AffineTransform,double);java.awt.geom.Path2D.getPathIterator(AffineTransform,double);java.awt.geom.Path2D.Double.getPathIterator(AffineTransform);java.awt.geom.Path2D.Float.getPathIterator(AffineTransform);java.awt.geom.QuadCurve2D.getPathIterator(AffineTransform);java.awt.geom.QuadCurve2D.getPathIterator(AffineTransform,double);java.awt.geom.Rectangle2D.getPathIterator(AffineTransform);java.awt.geom.Rectangle2D.getPathIterator(AffineTransform,double);java.awt.geom.RectangularShape.getPathIterator(AffineTransform,double);java.awt.geom.RoundRectangle2D.getPathIterator(AffineTransform)"
getPageDimension,1,;java.awt.PrintJob.getPageDimension()
getPageResolution,1,;java.awt.PrintJob.getPageResolution()
lastPageFirst,1,;java.awt.PrintJob.lastPageFirst()
end,11,;java.awt.PrintJob.end();java.nio.channels.spi.AbstractInterruptibleChannel.end(boolean);java.nio.channels.spi.AbstractSelector.end();java.util.regex.Matcher.end();java.util.regex.Matcher.end(int);java.util.regex.Matcher.end(String);java.util.zip.Deflater.end();java.util.zip.Inflater.end();javax.swing.undo.CompoundEdit.end();javax.swing.undo.StateEdit.end();javax.swing.undo.UndoManager.end()
getFocusPoint,1,;java.awt.RadialGradientPaint.getFocusPoint()
getRadius,1,;java.awt.RadialGradientPaint.getRadius()
setRect,10,";java.awt.Rectangle.setRect(double,double,double,double);java.awt.geom.Rectangle2D.setRect(double,double,double,double);java.awt.geom.Rectangle2D.setRect(Rectangle2D);java.awt.geom.Rectangle2D.Double.setRect(double,double,double,double);java.awt.geom.Rectangle2D.Double.setRect(Rectangle2D);java.awt.geom.Rectangle2D.Float.setRect(float,float,float,float);java.awt.geom.Rectangle2D.Float.setRect(double,double,double,double);java.awt.geom.Rectangle2D.Float.setRect(Rectangle2D);java.awt.image.WritableRaster.setRect(Raster);java.awt.image.WritableRaster.setRect(int,int,Raster)"
intersection,1,;java.awt.Rectangle.intersection(Rectangle)
union,3,";java.awt.Rectangle.union(Rectangle);java.awt.geom.Rectangle2D.union(Rectangle2D,Rectangle2D,Rectangle2D);javax.management.ImmutableDescriptor.union(Descriptor...)"
grow,1,";java.awt.Rectangle.grow(int,int)"
